rmseTrain,rSquaredTrain,rmseValid,rSquaredValid,rmse,rSquared,pValid,nodeID,target,binsPerColumn,numberPerBin,trainRows,validRows,versionStr
0.584046190928999,0.997664853927671,0.576990851998313,0.997715957158737,0.582993357695086,0.997672424999092,0.15,001e06305a12,temperature_airmar,2000,4,36704,6477,UTD_V2_2021_07_09_16_06_27
2.07840752476263,0.985900657489638,2.08275669397452,0.985851787353856,2.07906049482578,0.98589315677214,0.15,001e06305a12,humidity_airmar,2000,4,37790,6669,UTD_V2_2021_07_09_16_06_27
0.000756087040537227,0.993778962954579,0.000766093328399253,0.993718705864866,0.000757596409119505,0.993769465451872,0.15,001e06305a12,pressure_airmar,2000,4,33184,5856,UTD_V2_2021_07_09_16_06_27
0.491093607493941,0.997592616881496,0.49490716179062,0.997546677097093,0.491667561338516,0.997585667901422,0.15,001e06305a12,dewPoint_airmar,2000,4,37131,6553,UTD_V2_2021_07_09_16_06_27
0.571310842781744,0.99776046619061,0.567736252751323,0.997791477448193,0.570776073160998,0.997764952946804,0.15,001e06305a12,temperature_airmar,2000,4,36708,6478,UTD_V2_2021_07_09_16_49_50
2.02202320034421,0.986643077474712,2.07465655886358,0.986005467371172,2.03000502399692,0.986546378726281,0.15,001e06305a12,humidity_airmar,2000,4,37792,6669,UTD_V2_2021_07_09_16_49_50
0.000778780407416367,0.993390826795785,0.000781209833009772,0.993308932347756,0.000779145301046282,0.993378488484994,0.15,001e06305a12,pressure_airmar,2000,4,33105,5842,UTD_V2_2021_07_09_16_49_50
0.481770362707948,0.997685944338945,0.481565490071796,0.997670996198482,0.481739635489516,0.997683917660605,0.15,001e06305a12,dewPoint_airmar,2000,4,37097,6547,UTD_V2_2021_07_09_16_49_50
0.576648501632102,0.99805593944232,0.578413667764764,0.998125309937121,0.57691349317749,0.998061829631671,0.15,001e06305a12,temperature_airmar,100,4,2353,415,UTD_V2_2021_07_09_17_13_48
2.26471806339734,0.985470023999556,2.33622309342401,0.98526999721154,2.27558313374276,0.985425682493243,0.15,001e06305a12,humidity_airmar,100,4,2347,414,UTD_V2_2021_07_09_17_13_48
0.000758466010250937,0.994705832287168,0.000739730527326086,0.994929421861393,0.000755683633315427,0.994738385617171,0.15,001e06305a12,pressure_airmar,100,4,2367,418,UTD_V2_2021_07_09_17_13_48
0.494796948371256,0.997709201835728,0.453688701125903,0.997998661682787,0.488857583914752,0.997749555630478,0.15,001e06305a12,dewPoint_airmar,100,4,2366,417,UTD_V2_2021_07_09_17_13_48
2.53037069362365,0.849039120118234,2.54014717972278,0.832152976690387,2.53183883562528,0.846863248270114,0.15,001e06305a12,pm1_palas,100,4,3385,597,UTD_V2_2021_07_09_17_22_18
2.70317362131204,0.893262729645257,3.90760687106333,0.773386930433641,2.9157123516529,0.874769003063805,0.15,001e06305a12,pm2_5_palas,100,4,3202,565,UTD_V2_2021_07_09_17_22_18
4.57330027451202,0.88592124823433,5.48277977337162,0.845167710775963,4.72089315727688,0.879450583100266,0.15,001e06305a12,pm4_palas,100,4,3440,607,UTD_V2_2021_07_09_17_22_18
8.19241041354203,0.844491148838616,17.3947728453287,0.538718617678995,10.1219291947205,0.77750758225777,0.15,001e06305a12,pm10_palas,100,4,2707,478,UTD_V2_2021_07_09_17_22_18
1.94407534208017,0.901316159411658,2.22582615003258,0.878124056804533,1.9888938887323,0.897399286688717,0.15,001e06323a12,pm1_palas,100,4,3841,678,UTD_V2_2021_07_09_17_25_50
3.68769018512671,0.768429478132031,3.9072561846657,0.755407889633396,3.72147448431801,0.766368861560844,0.15,001e06323a12,pm2_5_palas,100,4,3652,645,UTD_V2_2021_07_09_17_25_50
0.595811826505679,0.997952502584929,0.607762927552455,0.997780418966016,0.59762059614715,0.997926515680282,0.15,001e06305a12,temperature_airmar,100,4,2356,416,UTD_V2_2021_07_11_09_56_37
2.42993323789017,0.983483763393194,2.43590219560509,0.983473055973506,2.43082854294752,0.983456550305845,0.15,001e06305a12,humidity_airmar,100,4,2349,414,UTD_V2_2021_07_11_09_56_37
0.000739070743615288,0.995033767227423,0.000733912112694095,0.994949798954782,0.000738299524366185,0.995021488613941,0.15,001e06305a12,pressure_airmar,100,4,2364,417,UTD_V2_2021_07_11_09_56_37
0.488868454578786,0.997749851502754,0.492039306370893,0.997840415973987,0.489345677465594,0.997762627114982,0.15,001e06305a12,dewPoint_airmar,100,4,2367,418,UTD_V2_2021_07_11_09_56_37
2.43144468256135,0.858130858323133,3.19240480762477,0.765191798835341,2.55997588563016,0.84288082414488,0.15,001e06305a12,pm1_palas,100,4,3391,598,UTD_V2_2021_07_11_09_56_37
3.094044053327,0.861484911762084,3.87322619479848,0.765049805067903,3.22291916916339,0.847531932754234,0.15,001e06305a12,pm2_5_palas,100,4,3197,564,UTD_V2_2021_07_11_09_56_37
5.59051681990732,0.830483805978159,6.16488446784671,0.787116906199901,5.6803829771874,0.823985368314578,0.15,001e06305a12,pm4_palas,100,4,3411,602,UTD_V2_2021_07_11_09_56_37
10.1930996597504,0.76427465206171,14.6617811295143,0.628028265399598,10.9800410612465,0.738607649611792,0.15,001e06305a12,pm10_palas,100,4,2714,479,UTD_V2_2021_07_11_09_56_37
0.564868234890933,0.998626647677386,0.539474412253367,0.99876407676241,0.561134286210035,0.998645804136985,0.15,001e06323a12,temperature_airmar,100,4,2285,403,UTD_V2_2021_07_11_10_05_52
2.78073020772835,0.977939510751222,2.88577873661999,0.977413437916161,2.79673329900169,0.97786118005783,0.15,001e06323a12,humidity_airmar,100,4,2364,417,UTD_V2_2021_07_11_10_05_52
10.2627333770769,2.5436533231315e-30,10.283953151837,1.10639332436122e-32,10.2659215422301,2.07572609140059e-30,0.15,001e06305a12,pm1_palas,100,4,3380,597,UTD_V2_2021_07_11_10_15_56
15.3067671131607,4.04789673297916e-33,15.3383959355016,1.29346922147993e-31,15.311518539343,2.77382029141671e-31,0.15,001e06305a12,pm2_5_palas,100,4,3205,566,UTD_V2_2021_07_11_10_15_56
2.82477219207886,0.811000906163062,3.7081311833973,0.697295014898374,2.97411076061272,0.791994778889263,0.15,001e06305a12,pm1_palas,100,4,3387,598,UTD_V2_2021_07_11_10_20_48
3.22779594652834,0.84282923825291,4.39401254510021,0.760403250561431,3.42826971849214,0.826905920677737,0.15,001e06305a12,pm2_5_palas,100,4,3193,564,UTD_V2_2021_07_11_10_20_48
4.01289058235526,0.914209879317779,5.14513339100302,0.853901436627112,4.20212843861248,0.905181618378219,0.15,001e06305a12,pm4_palas,100,4,3419,603,UTD_V2_2021_07_11_10_20_48
2.67574012890749,0.830619416688221,2.88849096974267,0.794581857703301,2.70873471196444,0.82512407073824,0.15,001e06305a12,pm1_palas,100,4,3381,597,UTD_V2_2021_07_11_10_35_56
2.72277499217508,0.889540629680449,3.46041769684957,0.824728724211767,2.84569052414232,0.879516632701389,0.15,001e06305a12,pm2_5_palas,100,4,3200,565,UTD_V2_2021_07_11_10_35_56
2.33809607692105,0.855183416616512,2.4801468521802,0.85156586955753,2.35996172025778,0.854704786481616,0.15,001e06323a12,pm1_palas,100,4,3828,676,UTD_V2_2021_07_11_11_00_29
10.4457741942042,0.0379866104544218,10.3687447094788,0.0355882556829593,10.4342594322326,0.0376371775163419,0.15,001e06323a12,pm1_palas,100,4,3832,676,UTD_V2_2021_07_11_11_11_40
15.5626604215604,5.56508434573967e-31,15.5051999800032,4.75775471226081e-32,15.5540575395746,3.75503169524212e-31,0.15,001e06323a12,pm2_5_palas,100,4,3679,649,UTD_V2_2021_07_11_11_11_40
10.4226218994747,1.08604540616902e-10,10.4127792687049,1.06972723824802e-07,10.4211458800972,9.760310017509e-12,0.15,001e06323a12,pm1_palas,100,4,3847,679,UTD_V2_2021_07_11_11_12_40
2.04196571787934,0.891489693784709,2.73643433723679,0.809081761441693,2.16037209308048,0.878781698274632,0.15,001e06323a12,pm1_palas,100,4,3838,677,UTD_V2_2021_07_11_11_13_42
10.4565485241288,5.9515619866731e-31,10.4846683206658,5.11927963316536e-32,10.4607738010469,2.07304777767261e-31,0.15,001e06323a12,pm1_palas,100,4,3845,679,UTD_V2_2021_07_11_11_32_47
15.5852927596845,6.94732489099139e-31,15.5402842688328,3.05143108021233e-34,15.5785450671096,2.32025055387267e-31,0.15,001e06323a12,pm2_5_palas,100,4,3652,645,UTD_V2_2021_07_11_11_32_47
10.4368388574059,2.16069775017619e-33,10.4027912994276,1.44625873193217e-31,10.4317414361657,8.5237590066641e-32,0.15,001e06323a12,pm1_palas,100,4,3850,679,UTD_V2_2021_07_11_11_38_41
15.5572892196254,4.11052189689161e-35,15.5410912473051,6.81364327638673e-32,15.5548615328901,6.79585955210031e-31,0.15,001e06323a12,pm2_5_palas,100,4,3685,650,UTD_V2_2021_07_11_11_38_41
20.5658447898448,1.14196818867215e-31,20.4293226462317,2.51971871571087e-31,20.545428819844,1.88502553314264e-32,0.15,001e06323a12,pm4_palas,100,4,3843,678,UTD_V2_2021_07_11_11_38_41
1.29005449712202,0.998250056245901,1.2959667745991,0.998274899539851,1.29094181559714,0.998254740541929,0.15,001e06323a12,temperature_airmarK,100,4,1612,284,UTD_V2_2021_07_13_16_08_42
1.32063239611965,0.998177584025573,1.2741067630513,0.998205855269993,1.31376101985406,0.998184748508916,0.15,001e06323a12,temperature_airmarK,100,4,1610,284,UTD_V2_2021_07_13_16_09_46
1.34149146028169,0.998116218213914,1.15743097317413,0.998616441736689,1.31554366319742,0.998184101833395,0.15,001e06323a12,temperature_airmarK,100,4,1605,283,UTD_V2_2021_07_13_16_11_11
1.30478472392994,0.998193889326472,1.25812097867336,0.998401675988743,1.29789819964926,0.998226091191376,0.15,001e06323a12,temperature_airmarK,100,4,1611,284,UTD_V2_2021_07_13_16_40_27
